- Basic Information about Technology -
Crawl date,,04/12/2021
Technology,,Infinite Scroll
Last month's change,,1.05%
Websites,,964025
Unique Domains,,566431
--------------------------------------


- Top Industry Verticals -
Industry verticals where Infinite Scroll is being used
Science & Education,,,5.89%
Arts & Entertainment,,,5.39%
Computers Electronics & Technology,,,4.25%
Community & Society,,,3.76%
Others,,,80.71%


- Related Technologies -
Top JavaScript technologies
jQuery
Bootstrap
Modernizr
jQuery UI
Slick


- Top Websites Using Infinite Scroll -
dailymail.co.uk,,Monthly visits ->,,302.9M
steampowered.com,,Monthly visits ->,,169.1M
store.steampowered.com,,Monthly visits ->,,162M
shein.com,,Monthly visits ->,,139.4M
steamcommunity.com,,Monthly visits ->,,135M
screenrant.com,,Monthly visits ->,,119.1M
goodreads.com,,Monthly visits ->,,117.7M
corriere.it,,Monthly visits ->,,106.8M
lavanguardia.com,,Monthly visits ->,,69.2M
mundodeportivo.com,,Monthly visits ->,,69M

- Geography -
Infinite Scroll usage by websites across the globe
Leading Countries,,,Websites
United States,,,150733
Germany,,,47244
Italy,,,33255
France,,,31843
United Kingdom,,,31318
Spain,,,24800
Canada,,,22670
India,,,19187
Japan,,,18566
Brazil,,,18392
Rest of the World,,,312927
